FeatureID	EOSC_1	EOSC_10	EOSC_100	EOSC_102	EOSC_103	EOSC_105	EOSC_106	EOSC_108	EOSC_109	EOSC_111	EOSC_113	EOSC_114	EOSC_115	EOSC_116	EOSC_119	EOSC_12	EOSC_121	EOSC_123	EOSC_124	EOSC_125	EOSC_126	EOSC_128	EOSC_129	EOSC_13	EOSC_130	EOSC_131	EOSC_132	EOSC_133	EOSC_134	EOSC_135	EOSC_136	EOSC_139	EOSC_14	EOSC_140	EOSC_141	EOSC_145	EOSC_146	EOSC_147	EOSC_148	EOSC_149	EOSC_15	EOSC_150	EOSC_151	EOSC_152	EOSC_153	EOSC_154	EOSC_155	EOSC_158	EOSC_16	EOSC_160	EOSC_161	EOSC_162	EOSC_163	EOSC_164	EOSC_165	EOSC_166	EOSC_167	EOSC_168	EOSC_169	EOSC_17	EOSC_170	EOSC_171	EOSC_175	EOSC_176	EOSC_177	EOSC_179	EOSC_180	EOSC_182	EOSC_183	EOSC_184	EOSC_185	EOSC_187	EOSC_188	EOSC_189	EOSC_190	EOSC_191	EOSC_192	EOSC_194	EOSC_195	EOSC_197	EOSC_198	EOSC_199	EOSC_2	EOSC_20	EOSC_202	EOSC_204	EOSC_206	EOSC_207	EOSC_208	EOSC_21	EOSC_210	EOSC_212	EOSC_213	EOSC_215	EOSC_218	EOSC_219	EOSC_220	EOSC_221	EOSC_222	EOSC_223	EOSC_225	EOSC_226	EOSC_227	EOSC_228	EOSC_23	EOSC_230	EOSC_231	EOSC_232	EOSC_233	EOSC_234	EOSC_235	EOSC_236	EOSC_237	EOSC_238	EOSC_239	EOSC_24	EOSC_241	EOSC_242	EOSC_243	EOSC_244	EOSC_245	EOSC_246	EOSC_247	EOSC_248	EOSC_249	EOSC_250	EOSC_251	EOSC_252	EOSC_254	EOSC_255	EOSC_256	EOSC_258	EOSC_259	EOSC_26	EOSC_260	EOSC_261	EOSC_262	EOSC_263	EOSC_264	EOSC_265	EOSC_266	EOSC_267	EOSC_268	EOSC_269	EOSC_27	EOSC_271	EOSC_272	EOSC_273	EOSC_274	EOSC_276	EOSC_277	EOSC_28	EOSC_281	EOSC_283	EOSC_284	EOSC_285	EOSC_286	EOSC_29	EOSC_3	EOSC_30	EOSC_31	EOSC_32	EOSC_33	EOSC_34	EOSC_35	EOSC_36	EOSC_37	EOSC_38	EOSC_39	EOSC_4	EOSC_42	EOSC_43	EOSC_45	EOSC_46	EOSC_47	EOSC_48	EOSC_5	EOSC_50	EOSC_51	EOSC_53	EOSC_54	EOSC_55	EOSC_56	EOSC_57	EOSC_59	EOSC_6	EOSC_60	EOSC_61	EOSC_65	EOSC_67	EOSC_68	EOSC_69	EOSC_7	EOSC_71	EOSC_72	EOSC_75	EOSC_76	EOSC_77	EOSC_78	EOSC_80	EOSC_81	EOSC_82	EOSC_85	EOSC_86	EOSC_90	EOSC_91	EOSC_92	EOSC_93	EOSC_95	EOSC_97	EOSC_99
Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcaceae; Peptostreptococcus	82	228	269	268	0	43	523	481	157	1441	915	49	2380	168	837	121	11	27	480	36	14	218	292	342	2336	1631	212	539	8	1811	0	23	917	228	785	226	23	683	165	1078	14	158	179	639	39	0	696	35	42	69	276	4176	1759	166	616	0	300	23	0	21	61	10	2077	150	1132	1210	96	1145	263	772	2296	26	60	356	83	2144	835	374	3840	56	15	230	486	0	42	197	1744	8	255	135	3840	4288	81	368	3088	773	896	212	138	143	0	273	44	639	260	1473	424	583	116	0	631	403	32	1327	216	724	105	6	1420	64	937	1241	903	569	1139	1449	67	152	50	190	173	478	1111	712	685	0	3456	1045	46	314	269	1108	0	93	214	0	38	1204	2953	40	36	8	1522	1324	181	1155	999	654	0	61	379	8	0	3210	0	82	189	93	224	0	387	433	157	632	256	232	441	1054	234	44	4	96	75	1046	773	21	56	0	1287	174	413	7	243	5282	417	21	3059	685	0	340	895	53	0	530	149	1195	46	62	0	0	0
Bacteria; Firmicutes; NA; NA; NA; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Acidaminococcales; Acidaminococcaceae; Acidaminococcus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Acidaminococcales; Acidaminococcaceae; Succiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	10	0	0	0	0	0	0	24	35	0	0	0	0	0	0	0	0	0	0	22	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Centipeda	225	57	272	1701	0	0	351	711	66	458	170	151	2443	529	283	855	303	57	1502	370	687	307	18	504	1945	1154	327	981	77	524	134	0	68	413	1249	197	0	760	338	192	379	399	614	104	28	34	239	0	0	9	98	282	559	756	228	51	46	18	20	188	68	58	125	156	97	488	72	1566	249	329	565	55	16	464	38	631	471	416	547	0	19	190	206	0	150	134	305	76	276	36	1302	297	38	70	923	37	181	81	0	95	44	0	14	205	0	126	280	119	0	0	11	253	21	113	134	1214	25	0	355	19	83	141	394	200	202	51	11	55	20	100	66	9	263	650	141	0	219	136	25	106	31	176	0	0	308	53	0	532	734	149	8	1491	189	395	135	1765	325	1364	136	165	1539	48	62	426	0	613	624	0	92	540	574	212	792	687	1227	350	0	110	156	62	0	243	164	254	352	25	46	850	1204	79	2015	36	82	2068	519	85	530	561	252	0	2098	1194	0	1067	28	48	334	0	0	8	118
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; NA	0	11	40	597	0	0	72	680	0	0	0	117	0	100	406	12	10	0	4	0	0	0	0	7	0	0	31	72	14	0	141	0	0	0	137	0	97	0	148	36	14	0	510	34	0	0	999	0	0	167	96	20	3027	724	939	0	154	0	40	4577	94	0	65	28	88	0	1925	155	975	19	8	0	0	6	43	27	53	136	36	47	76	13	663	0	0	1367	33	406	14	108	708	265	0	232	326	31	173	56	282	4940	1146	0	0	0	0	0	28	32	0	2010	0	11	36	0	7	53	0	0	5	0	33	55	516	380	119	0	0	0	14	52	130	19	32	8	1200	31	0	59	23	91	106	325	0	0	6	186	0	42	14	212	0	0	135	138	35	84	80	0	0	22	35	0	0	230	0	254	67	112	0	0	1563	0	0	0	0	17	0	109	1207	120	0	0	0	500	28	26	319	0	397	96	0	573	0	0	0	0	47	0	0	0	446	0	0	157	0	0	116	0	0	10	0
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Selenomonas	130	112	408	6877	7	0	332	999	0	1161	41	363	1027	332	217	1268	325	50	1217	2638	490	110	353	938	818	874	858	728	230	185	267	10	449	0	729	401	22	2589	179	613	965	410	1393	346	42	30	537	0	38	155	209	494	741	1612	423	92	1000	25	57	1408	486	87	1041	107	771	813	1275	705	372	233	621	0	52	63	107	184	418	520	479	158	49	60	1042	0	160	1595	720	335	158	364	2575	1011	170	300	2034	109	335	259	382	1024	595	9	32	650	169	550	2117	870	0	839	118	978	65	677	1463	803	66	61	478	17	495	795	1610	977	540	412	26	42	7	121	149	6	140	889	517	20	773	921	181	691	119	362	0	0	186	86	9	428	1073	345	23	1853	440	236	179	859	604	777	868	640	1245	32	105	961	0	910	361	99	132	1791	871	124	577	170	854	495	8	361	684	0	4	133	53	1290	388	194	118	2132	2161	173	400	419	605	696	528	30	894	306	280	98	1358	820	25	809	281	61	763	31	49	0	73
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Allisonella	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Anaeroglobus	19	47	10	75	4	0	64	0	0	0	0	0	1337	55	29	93	0	47	53	1013	50	22	9	27	1163	894	0	96	44	345	18	0	13	88	130	0	0	116	0	15	7	9	360	19	0	0	34	0	0	0	4	0	55	416	25	0	0	0	0	0	0	0	0	27	15	15	0	25	84	6	46	0	0	0	0	4	56	13	13	0	9	0	307	0	0	0	25	0	0	25	197	74	11	22	149	4	0	84	4	0	0	0	0	13	42	12	34	118	0	0	0	112	0	8	36	23	0	0	5	0	47	65	0	7	248	343	37	0	0	0	0	0	76	7	118	0	31	0	0	0	5	24	0	0	8	0	0	5	108	28	0	0	27	0	0	36	26	40	18	38	14	0	0	21	11	11	36	231	0	19	5	0	60	20	1064	60	261	0	12	0	0	15	0	87	20	0	213	0	473	8	28	36	4	29	19	24	8	17	0	0	14	13	0	32	0	0	34	0	0	0	3
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Dialister	155	123	38	563	0	0	398	91	0	0	102	55	1450	205	766	228	166	260	745	594	347	56	522	1886	1167	1266	86	773	35	66	314	18	179	5	319	64	21	1117	222	114	1610	236	352	96	13	0	231	8	8	8	38	134	274	453	174	9	148	0	31	181	21	0	258	118	136	214	33	258	168	172	234	0	48	36	23	190	820	38	177	0	17	27	262	0	16	27	157	55	62	478	1738	503	50	107	1286	266	58	76	46	1063	633	4	28	145	37	943	71	589	64	630	97	175	0	944	64	298	37	0	200	9	1112	1985	131	133	358	574	136	179	11	6	40	6	325	70	109	0	181	62	12	86	64	286	0	40	236	0	0	201	328	86	16	318	52	86	35	216	103	919	142	0	291	25	4	258	8	146	879	116	22	4861	481	9	245	270	340	353	137	153	957	72	10	117	0	682	287	19	292	43	242	39	94	60	0	364	85	26	836	189	0	54	333	171	0	186	0	178	590	0	0	0	15
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Megasphaera	451	195	136	441	535	0	143	615	17	921	1914	487	269	1683	534	337	829	21	2751	1302	34	286	4933	816	166	449	126	1138	353	17339	2255	28	589	18	549	19	180	114	178	2036	3090	146	293	1473	0	75	935	0	65	276	190	502	674	552	1037	70	777	68	80	662	666	225	761	52	628	145	973	143	1118	628	652	0	3	9	215	25	911	57	613	283	97	32	2147	253	0	1269	2304	503	53	1185	703	1050	192	797	477	181	391	365	1468	2514	3674	217	118	1849	3320	78	5980	1049	100	3652	1079	1956	184	90	5477	351	301	171	2555	129	547	789	1382	1306	91	71	0	36	285	102	80	69	252	109	2326	208	189	858	205	992	1293	3686	0	145	36	134	0	889	610	1171	56	265	725	593	320	432	915	863	1495	0	1185	35	0	1526	0	885	1614	330	32	1700	3054	42	2273	2895	582	870	5430	828	846	406	25	259	132	898	167	0	55	3454	2970	576	92	478	950	289	79	62	484	33	76	0	3555	0	35	170	30	506	959	46	0	45	1159
Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella	3081	1482	6520	11085	8861	4488	2506	25793	4251	13157	15994	1690	13475	15511	3109	11794	5463	443	24994	7646	12510	17493	18161	12403	10041	13372	726	25045	16462	88357	16151	1021	12578	4865	15316	3606	4942	9726	3726	22570	10152	12806	17231	15028	1743	322	6062	774	2450	4102	2116	11676	10126	22273	6639	1142	7371	1730	2137	27960	9662	6912	7717	1850	5275	12918	19453	15385	17867	14716	11311	972	3489	2387	3517	21371	26541	11254	14137	8113	1097	7923	24189	19498	2558	25302	27531	5210	9345	9397	11696	21253	3799	10645	8698	3092	8985	6443	10846	14920	7606	4179	1065	4422	35429	10467	51331	11380	5690	1102	18459	2722	3472	12501	38065	16112	13063	1654	32048	1663	11076	22396	8582	7868	5686	6428	1861	2148	3732	6540	8011	6878	15162	7717	40874	2717	11583	23399	3440	26017	6500	22337	55	1444	7088	2746	50	19860	13324	8817	2894	11940	11359	7529	7563	14846	8999	10671	3948	993	54000	1111	19622	52093	279	32062	8425	4527	2926	6615	18515	10952	7301	42074	21280	13004	26082	9529	11878	1311	8444	5833	4312	9082	7509	1386	9032	27444	13032	8410	7359	6357	9107	17611	2892	1484	6081	2845	6555	4547	22107	9008	1019	10476	2877	10555	8292	1115	385	21743	20143
Bacteria; Firmicutes; Syntrophomonadia; Syntrophomonadales; Syntrophomonadaceae; Pelospora	0	0	5	0	0	0	20	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	19	0	0	0	0	25	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	6	0	144	0	0	15	147	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	5	0	98	114	0	0	335	263	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	17	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	37	18	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium	2179	745	1951	5431	2000	4	2608	8869	0	1622	1166	764	10509	2915	5232	4347	1508	1041	12366	2051	842	8758	2622	2138	9509	5523	228	5140	7440	11260	689	1077	1316	306	9568	1720	22	4278	4475	2207	19	6774	1923	1504	1016	442	1456	308	640	369	2084	19839	8415	2448	1057	537	3789	743	629	543	2352	646	5724	5744	3140	9306	2213	5668	1587	6307	10928	183	991	5778	1804	6866	14970	1158	18120	771	100	854	1387	524	2720	4196	3899	991	1184	5377	9251	22200	2088	2342	6784	2885	5919	5018	4133	11355	4499	675	277	1979	14128	8210	2703	14674	1792	692	824	1437	258	7493	1752	19966	5003	229	32190	1808	3619	5195	5500	3999	3249	3198	977	1506	826	2909	2909	5226	3722	4165	4749	218	5091	2701	156	1282	2083	8770	0	927	12696	179	254	8486	13721	1668	374	1001	6920	3165	4450	2464	5831	3542	1633	1144	28797	501	17906	5238	0	2981	5044	3852	763	3245	9659	2231	3693	1615	31	4108	184	3385	2031	264	108	9114	149	4437	15483	271	1700	2579	3586	800	19701	1211	6808	4040	1058	1020	7480	830	146	188	9809	8938	108	7386	324	2805	2775	873	0	25	643
Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia	4580	133	5733	4640	1158	12	3488	4224	85	4278	1065	725	13332	9821	6416	2712	344	495	5863	757	1055	1424	3101	9113	8933	6592	85	1162	4919	3114	1094	132	3065	967	4665	310	181	13852	4962	6027	3104	9523	9282	4668	339	323	6443	155	339	769	3464	5009	15975	16550	8467	377	2719	811	946	842	10846	840	6168	1331	2998	2231	3689	4910	14694	5338	9521	120	1064	3897	1532	7952	15881	10925	6007	3036	551	6291	12919	1588	118	4368	6888	2557	8258	3003	10177	15848	1354	3975	7206	1603	5174	3083	1387	3151	23757	661	632	18613	2300	8191	2980	13559	662	16667	598	9004	1378	8242	1590	13873	2211	331	7341	321	1939	2572	7173	5677	5670	2591	282	610	924	1193	1483	2162	8751	1069	16524	845	1990	10197	2539	11919	1327	4902	34	526	793	468	189	6285	10787	1192	224	3171	4507	1911	4108	6023	4201	832	9322	526	7614	548	549	5851	0	1384	3282	5124	54	2428	14395	863	14151	12323	32	6154	16753	16771	2290	242	1715	8751	247	2742	9509	411	2256	5351	17851	3069	2380	3361	4564	3844	291	1236	6735	263	4003	103	9239	2727	467	2330	86	1556	2146	117	58	7619	751
Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Oceanivirga	0	0	0	0	0	0	4051	0	0	30	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	1630	0	0	0	81	766	0	34	0	0	0	956	3345	391	335	2047	0	0	6	6214	4	0	0	97	0	2659	198	1443	0	0	114	0	0	0	2290	0	0	148	0	6898	0	0	0	4771	141	0	0	0	1818	0	0	0	0	0	0	2	1421	0	0	0	0	0	0	0	0	0	0	438	13	187	187	0	0	0	0	0	0	0	1128	1322	0	0	0	0	0	432	351	60	374	0	0	0	146	0	0	0	0	7851	0	11	0	0	0	5971	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	7	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0
Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus	0	0	937	173	0	0	367	2466	0	345	0	17	365	247	164	41	128	15	1552	0	49	597	0	249	288	85	164	0	0	148	412	43	282	0	1508	149	0	419	121	108	28	50	28	84	0	0	20	0	83	72	0	105	8	11	19	0	164	0	0	0	1500	163	674	14	394	404	946	259	540	91	392	0	32	908	56	1174	11	208	261	259	8	124	0	0	0	1178	267	29	215	103	43	23	5	0	16	79	31	0	89	51	0	0	0	91	55	0	0	1834	0	0	0	35	12	0	0	337	0	0	71	0	0	5	0	31	0	0	0	0	123	898	1297	147	234	707	227	0	22	48	10	117	20	104	0	11	94	46	466	159	568	113	41	0	1052	4	510	2469	669	515	390	50	1748	85	0	0	0	1105	255	0	212	101	476	578	3352	0	0	84	0	1227	108	0	10	17	0	190	422	22	0	0	783	28	133	50	166	188	46	32	934	0	0	0	329	1356	24	134	0	230	0	0	76	0	0
Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Bacteria; NA; NA; NA; NA; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	8	50	0	0	0	47	0	0	0	0	0	0	74	0	11	0	5	0	14	0	0	0	0	0	168	0	0	0	0	0	0	144	0	69	0	0	0	0	0	0	0	0	0	0	30	33	0	21	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Patescibacteria; Gracilibacteria; Absconditabacteriales (SR1); NA; NA	38	18	384	249	0	0	133	1704	0	4322	36	0	6781	1065	1077	307	0	118	10503	25	480	193	618	1726	5546	3531	71	1527	0	517	42	102	2122	480	3084	543	0	2782	143	96	1039	3351	131	109	128	0	77	0	69	25	205	625	905	129	80	104	250	0	8	10	128	8	342	78	249	1159	166	31	87	344	1189	0	4	1262	185	1045	97	813	563	60	0	680	115	0	24	313	144	8	900	2670	893	6339	252	9	731	553	1990	648	163	1998	576	325	21	796	0	321	78	1083	0	573	1425	1021	55	150	38	3106	0	25	2845	148	479	524	101	97	431	380	47	54	0	698	1201	176	1387	287	28	0	965	290	16	185	9	30	0	72	2658	0	62	488	1525	7	0	277	523	38	354	340	513	388	1188	460	13787	19	2613	90	0	98	345	2	0	1140	552	1350	229	154	0	67	0	2897	572	0	0	537	35	184	6043	30	24	0	599	18	5568	0	0	1107	24	19	5885	233	0	48	1278	849	0	2592	0	2762	731	0	594	0	2
Bacteria; Patescibacteria; Gracilibacteria; JGI 0000069-P22; NA; NA	0	0	0	0	0	0	0	28	0	0	0	0	98	46	99	7	0	0	0	0	0	0	0	11	135	53	0	8	0	0	0	0	55	0	7	58	0	2101	64	5	5	1107	7	0	47	0	6	0	0	0	0	94	5	25	11	0	12	0	0	0	22	0	0	6	0	72	0	17	0	23	110	0	0	114	7	217	0	500	40	0	0	256	0	0	0	25	2	0	309	13	8	9	15	3	4	67	0	23	0	0	0	0	0	1077	0	0	6	357	0	16	0	862	0	0	2	5	0	0	91	5	3	35	19	10	3	0	0	0	0	31	42	0	0	4	7	0	6	78	7	39	2	7	13	0	0	0	0	36	111	0	0	0	44	8	0	79	30	0	53	0	371	0	9	7	0	0	44	0	0	25	163	33	0	0	0	36	0	0	45	0	2	0	0	2	153	0	0	0	0	13	66	17	0	0	0	157	196	0	0	0	34	145	0	0	0	0	0	0	61	0	0
Bacteria; Patescibacteria; Gracilibacteria; NA; NA; NA	0	0	0	0	0	0	24	0	0	0	0	0	286	37	70	0	0	0	0	0	131	0	0	59	238	119	0	0	0	0	0	42	28	0	0	0	0	1454	0	0	0	7000	282	0	408	0	0	0	0	0	0	0	7	275	0	0	18	0	0	0	0	6	16	32	6	173	5	46	159	28	48	0	16	4226	10	702	0	271	8	0	0	217	0	0	0	9	0	0	253	0	10	10	9	0	3	9	0	18	0	0	30	0	5	1247	0	0	0	35	0	0	0	1365	3	0	0	192	0	0	0	0	18	8	0	0	28	13	0	0	0	75	186	9	144	0	0	0	0	11	2	18	0	0	78	0	0	0	367	34	51	0	4	0	37	0	0	18	17	0	27	42	2822	0	0	12	0	13	144	0	0	0	0	0	49	0	0	0	0	0	0	0	0	4	0	7	6	0	0	0	0	0	374	5	0	0	0	0	301	9	0	0	0	76	0	0	0	0	0	0	0	0	0
Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; NA; NA	0	38	9	804	0	0	430	91	0	0	95	19	22	20	112	9	86	41	277	0	51	18	13	0	23	101	1226	47	0	109	0	0	12	0	31	0	0	46	179	74	24	0	0	19	0	0	11	0	7	0	67	43	318	0	16	0	7	11	12	0	2	0	63	299	15	37	0	11	11	95	71	0	0	4	0	21	17	116	38	38	11	10	64	0	0	9	46	22	4	0	2473	268	75	58	2071	7	30	97	0	0	0	0	7	3	0	0	39	20	0	0	0	0	0	0	12	0	0	16	29	0	84	124	52	108	159	225	0	9	0	2	0	0	50	9	41	0	274	16	2	0	28	70	0	0	6	0	0	150	201	26	0	72	66	2	0	110	95	22	0	0	57	0	14	60	3	3	10	1527	0	0	0	5	361	329	0	0	0	10	127	5	0	35	0	382	71	0	169	0	930	41	110	15	0	38	20	0	22	81	0	0	181	731	0	545	0	5	0	0	0	18	27
Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Azospirillum	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
